label,sentence
5,【終了しました】毎月第一日曜日に開催「えん料理教室」参加チケットを5名様にプレゼント！
8,水の流れを誘導していくゆったりゲーム「Falling Water」【Androidアプリ】
2,選手のゲームができるかも!?　「横浜DeNAベイスターズ」がついに誕生へ【話題】
1,Youtubeが7周年！　いまでは1分間で72時間分の動画がアップされるように！
3,AKB篠田や元モーニング娘。の石黒彩のブログを利用した″露骨″な宣伝
2,ソニーだいじょうぶ？　PS Vitaの質問ページがちょっと変で話題になり、ソニーは慌てて修正【話題】
2,使うほど髪にハリツヤ、モッズ・ヘアサロンのドライヤー【コスメッティ】
1,タスクマネージャーよさらば！　プロセスが手に取るようにわかる「Process Explorer」【PC快適術】
2,クリスマスは家電をおねだり？　パナソニックが「おねだりグリーティング」キャンペーン【話題】
0,【いちおう妖ヶ劇場】第10話：超能力でスカートをすかっとめくるの巻
5,眞鍋かをりがオススメする海外の歩き方
4,BMXフラットランド世界最高峰の大会が5年ぶりに日本で開催
1,auのスマホに強い味方！KDDI au ARROWS Z ISW11F用スタンダード大容量バッテリー【モバステ通信】
7,ドクター圭子の知らなきゃケガするオトナの医学vol.2  Presented by ゆるっとcafe
7,独女的ブックレビュー『「ゆるオタ君」と結婚しよう』
7,どうやっても貯められない30代女子の貯金改革!! Vol.8「男子の金銭感覚はココを見る！」Presented by ゆるっとcafe
3,毎年話題になるベストジーニスト賞の偏り
2,【ニュース】au携帯の一部機種で電池パック発煙の可能性あり。対象者へは電池パック交換
8,バッファロー、ポメラのキーボードを採用したスマホやタブレットなどで使えるBluetoothキーボードを発表！8月上旬に発売開始
1,外出先で録りためたビデオを見る！クラウドの動画ライブラリを作ろう
2,連載●After Effects 天国への階段 第11回【ビデオSALON】
2,人気シリーズの新たなラインナップ！　ニコンが「Nikon 1 J2」を発売【売れ筋チェック】
0,映画『タイタンの逆襲』とのコラボで「ビックリマン」の凄さを再確認
1,おはこん、ふぉっくす紺子です！紺子グッズ第二段も進んでるよ【紺子にゅうす】
1,オシャレなページで情報発信！Tumblrのデザインを設定してみよう【知っ得！虎の巻】
6,【Sports Watch】古閑不調の背景、ダルとの熱愛報道で“かなりの深手を負った”
6,“陸上版 大島優子”!? 日本を代表する美女選手=前田愛純が日本一に
8,ありそうでなかったファミリー向けな新ドコモタブレット「ELUGA Live P-08D」を写真と動画で紹介【レポート】
2,AndroidでGoogle+を使うのが気に入ってきたワケ【デジ通】
2,組み合わせ自由自在！自分だけのヘッドフォンKOTORI101は素敵な相棒【売れ筋チェック】
8,携帯電話会社4社、8月30日から東京メトロ丸ノ内線・日比谷線・千代田線・南北線の一部区間をエリア化
0,片腕を奪われた少女を五体満足の女優が演じる方法とは
8,結構かんたん？イー・モバイルのモバイルWi-Fiルーター「Pocket WiFi GL04P」をセットアップしてみた【レビュー】
6,【Sports Watch】野村氏、横浜ベイの好調に「これが野球なんですよ」
5,【終了しました】2部作連続で贈る壮大なラブストーリー・映画『僕等がいた』(前篇)試写会に15組30名様をご招待
0,【編集部的映画批評】孤独な英雄の苦悩、リーダーに求められる資質とは
6,テリー伊藤、菅野強行指名に怒り心頭
1,Excelで8桁の数字をまとめて日付データにする【知っ得・虎の巻】
8,NTTドコモ、4：3の5インチ大画面ディスプレイ搭載全部入りスマホ「Optimus Vu L-06D」を8月3日に発売予定！7月27日から事前予約開始
5,【終了しました】ハーブのちからに着目して開発。エイジングヘアケア商品「enherb（エンハーブ）」をセットで3名様にプレゼント
4,3Dメガネを作ってYouTubeの3D動画を見てみよう
4,＜オススメ・アイテム＞効果抜群の練習器具でスコアアップ！【ゴルフ特集】
2,RO浄水器がお手軽価格に！—ウォーターサーバー型浄水器コーウェイP-07CL[NEOS]【売れ筋チェック】
2,ソーシャル活用でコネを作るのは当たり前？　堂々と縁故採用宣言の岩波書店に「おかしくない」の声【話題】
2,位置やアングルで写真は決まる！　いつもの写真をワンランクアップしてかわいい写真を撮る方法【スタイリング講座】
2,iPhoneの同期に要注意！　家族団らんが崩壊したとの報告あり【話題】
3,野田聖子議員の壮絶体験が話題に
8,普段使いにならこれ！サクサク動作のコンパクトなスマートフォン「AQUOS PHONE si SH-01E」を試してきた【レポート】
8,エコタクドットコム、iPhoneをはじめとするスマートフォンの修理やグッズを扱う「SMART Echika 池袋店」をオープン！
3,「言うだけ番長」と記載され産経記者の会見出席を拒否した前原氏に「器が小さい」と批判
6,【Sports Watch】ダルビッシュに第二子が誕生
5,男性の4割が“すっぴん”にがっかり！　最強のすっぴん美人を目指そう
1,何よりも大切な宝ですね！孫社長の幸せ発言がネットで話題
1,英単語をイメージ化して覚える！全単語イラスト付きのワードスケッチTOEICテスト【iPhoneでチャンスを掴め】
0,【週末映画まとめ読み】男女問わず“萌え死”させる、綾瀬はるかの魅力
2,【モテる家電】誰でもかっこよくなれる！　男の正しい眉整え術
7,梅村ゆずの結婚どころじゃないんですっ！vol.7『うっかりできちゃった末っ子、ゆず』Presented by ゆるっとcafe
1,PCとはちょっと違うAndroidにおけるROMとRAMの意味！  Android端末の選び方【デジ通】
7,熟女ブームは本当か？
1,世界を選んだ写真家たち！RING CUBE写真展「OVERSEAS 2012」を開催
1,おはこんこん、ふぉっくす紺子です！アキバで流れる動画が決まりました【紺子にゅうす】
3,日経ビジネスONLINEの記事「何百年も続く慣習『誘拐婚』って？」にネットで物議
8,NTTドコモ、GALAXY Tab 10.1 LTE SC-01DにAndroid 4.0 ICSにOSバージョンアップするためのソフトウェア更新を提供開始
5,【終了しました】体の中から美をサポートする驚きのインドハーブ「tula」を15名様にプレゼント
6,【Sports Watch】興南出身の具志堅氏「野球部入ったら、お前ダメだって」
5,簡単指のささくれケア／意外な口臭予防法など−【ビューティー】週間ランキング
4,「前職を退職してから半年ブランクがあります…」 - 辛口説教部屋 vol.13
0,インタビュー：又吉直樹（ピース）「自分に対する女心は、自意識が邪魔をしてわからないんです」
8,NTTドコモ、Android 4.0 ICS搭載4.5インチスマホ「AQUOS PHONE sv SH-10D」を発表！1.5GHzデュアルコアCPUや防水、ワンセグ、NOTTV
2,今年の流行りをアプリでおさらい！　J-POP100曲が無料で聞ける「Music Beam」【話題】
6,U-23日本代表、まさかのドロー。セルジオ氏は「まるで高校サッカーの決勝」
1,え？コミュ障？　それでも平気！ どんな人とも10秒でうちとけて話せる本【iPhoneでチャンスを掴め】
6,【Sports Watch】美女リレーチームが世界へ挑む
5,まだ間に合う、イケアで揃える“私らしい”クリスマス
5,女のOKサインの見極め方／初Hまでの期間は?など−【恋愛】週間ランキング
5,日本初上陸！　「FOREVER 21」のコスメライン「Love & Beauty」
6,コート上とは別人? “天然過ぎる”女子バレー若手コンビ＝江畑＆岩坂
6,【Sports Watch】佑ちゃんの弱点「真っ直ぐと変化球のフォームが違い過ぎる」
2,新時代の「カセット」持ち運び自由なHDDを楽しめ！日立マクセルからｉＶプレーヤー新発売【売れ筋チェック】
0,映画『ファイナル・デッドブリッジ』は恋に効く！？ のウワサを検証する！
0,キャストの職業、名前、恋愛やケンカ、すべてが“リアル”なドラマ
6,【Sports Watch】ヤクルト身売り報道、球団広報は「一切の事実無根」
0,【2012年先取り映画vol.7】樹木希林が可愛いすぎる感動作
2,キャノン７Dを使っての動画撮影に挑戦【カメラ生活】
0,観る者を魅了するキャットウーマンの魅力とは？
7,酔わないビールはビールでは無し！ ノンアルコールビールを飲む独女は少数派？
2,iPhoneに顔パス導入！　顔認証でのロック解除がいよいよ登場【話題】
8,WindowsやMacをAndroid端末でコントロール「Splashtop Remote Desktop」【Androidアプリ】
5,豪華DJやバーチャル仮装も楽しめるハロウィンイベント『BAT NIGHT』開催
5,【終了しました】押すだけ・貼るだけで美人の近道！ BeeTVで好評配信中「耳つぼエステ」の原作本を3名様にプレゼント
2,GREEのアメリカでの本気に注目！　開発要員を倍増へ【話題】
0,映画『荒川アンダー ザ ブリッジ』より“俺のスターアルバム”発売決定
0,ジェームズ・キャメロンの来日が決定！ 『タイタニック3D』は成功するのか
8,富士通やNTTドコモ、NEC、富士通セミコンダクターの4社で合弁会社設立！スマホ向け通信プラットフォームを開発＆販売
7,八重歯ガ—ルが人気上昇中！？
7,ブーケトスは人権侵害なのか！？
6,楽天退団の山崎、ノムさんは「最後の最後まで僕に似てる」
0,藤原竜也、東北・石巻から熱烈歓迎
6,U-23日本代表・大津が生出演をドタキャン。西岡アナ「今どちらにいらっしゃいます？」
3,ロンブー淳「韓国が嫌いな方々から・・・」
3,加熱する塩谷瞬バッシング。過去には上原美優さんと交際も
7,進化し続ける「レンジ専用食品」　電子レンジを“相棒”にする「レンジェンヌ」とは!?
0,【DVDエンター！】十字架、ニンニク…ヴァンパイアに対抗する武器といえば何？
6,なでしこ・INAC神戸の大一番で最多観客動員更新なるか
3,富士山近郊で頻発する地震に不安の声相次ぐ
6,体操・内村の金メダルに「これほど6種目を完璧にやる選手はいない」
4,多忙を極めるビジネスマンに、加圧トレーニングでボディデザイン【新生活特集】
8,KDDI、au向けWiMAX対応Android 4.0 ICS搭載「AQUOS PHONE SERIE ISW16SH」を発表！4.6インチHD液晶やデュアルコアCPU、Felica、NFC、ワンセグ、赤外線、防水・防塵などに対応
0,【速報】第69回ゴールデン・グローブ賞、『アーティスト』が最多3冠
8,ソフトバンク、AQUOS PHONE 104SHにスリープ状態から復帰後にフリーズや再起動するなどの不具合解消でソフトウェア更新を提供開始
8,SoftBank 4GとULTRA SPEEDに対応したモバイルWi-Fiルーターが2台登場！102Zと102HWを写真で紹介【レポート】
2,連載●極・ト書き一行のカット割り! 第8回【ビデオSALON】
6,「長友以外最悪」インテル大敗にファンも呆れ顔
0,インタビュー：三池崇史監督「市川海老蔵は大物、三船敏郎さん以来の衝撃」
8,Apple、iMessageで絵文字が正しく表示されない不具合などを修正した最新版iOS 5.1.1を提供開始
2,歯に描かれた電子タトゥーが、 虫歯や感染症を予防する【サイエンスニュース】
0,FBI 最後の望みは“天才犯罪者”
1,フルHDを超えるWQHDの解像度！　大解像度時代到来！5万円を切るデルの液晶ディスプレイ
8,KDDI、MOTOROLA XOOM Wi-Fi TBi11MにAndroid 4.0 ICSにバージョンアップするソフトウェア更新を提供開始
8,KDDI、au向け「GALAXY SII WiMAX ISW11SC」に不具合でソフトウェア更新を提供開始
7,家飲み女子の手料理自慢
2,娘がFacebookでハブられて激怒！　父親が元友達２人を殺害【話題】
7,意識過剰な私…不倫中のあなた…。行き着く先は女地獄？！独女的ブックレビュー『女地獄の歩き方』
0,工藤静香、『ジョン・カーター』絵画コンクールで作品発表
2,男子は見てる！　エチケットカットを怠らず視線から逃げない顔を作るには？【モテる家電】
7,あの頃、携帯電話があったなら……
7,婚活バカと呼ばれる独女たち！？
6,【Sports Watch】元東電サッカー部所属の鮫島、その苦悩を母が告白
8,運転免許の効果測定や仮免許試験の範囲を勉強できる「仮免奪取！」【Androidアプリ】
6,【Sports Watch】ナイナイ矢部、「優勝はスペインって言ったでしょ？」
0,バットモービルを自分好みにカスタマイズ！男心をくすぐる『ダークナイト ライジング』“タンブラー・デザイナー”が登場
4,離れた友人とも映像や写真をシェアして思い出を共有
3,「王室は廃止すべき?」　英国のネット掲示板で大論争
7,顔のいい男を「かっこいい」と褒めるのは逆効果？
0,【いちおう妖ヶ劇場】第4話：謹賀新年、サイコロの目でサイが飛び出すの巻
0,【いちおう妖ヶ劇場】第9話：生徒を洗脳するなんて、あんまりせんのうの巻
3,「辞める辞める詐欺か!」AKB前田の卒業未定に集中砲火
5,滝口幸広「バレンタインデーは敗北感に満ち溢れる日でした」
7,独女たちの下心
8,【今週のオススメ「iPhoneアプリ」特集：2012年5月20〜26日編】
4,チョイワルな親父ゴルファーを唸らせる効果的なレッスン　【ゴルフコラム vol.6】
5,インタビュー：FXママ　Mayuhime「FXは人生を楽しむ為の手段」
1,こんこん、ふぉっくす紺子だよ！暑中見舞いカードを無料配布してます【紺子にゅうす】
2,７インチディスプレイを搭載したGALAPAGOS「A01SH」は成功できるか？【デジ通】
0,沢尻エリカの女優魂に仰天、カメラテストから全裸
7,【オトナ女子ブックレビュー】美しく年齢を重ねたいアラサー女子必読の書『このまま30歳になってもイイですか？』
4,「人見知りが激しくて、コミュニケーションがとれません」 - 辛口説教部屋 vol.40
0,【DVDエンター！】名作「ロッキー」のロボット版、ボクシングの“興奮”と“感動”を誘う人間ドラマ
7,独女たちに聞いた！ お酒の席でのセクハラ対策
6,【Sports Watch】プロレスラー坂田が、民主党議員に激怒
1,おはこんこん、アキバ大好き！祭りだよ【紺子にゅうす】
5,映画のセリフに学ぶ！ストレスフリーな「スローラブ」のススメ
8,ソフトバンク、ULTRA SPEED対応ハイスペックスマホ「ARROWS A 101F」を7月28日から発売開始
3,トップレスで動物園の閉鎖を求める美女たちに呆れ
3,同じホテルに滞在している、日本代表と韓国代表
4,短期連載 世界基準の仕事術 vol.1 【三木谷浩史×星野佳路×村上龍 スペシャルトークセッション】
8,Interop Tokyo 2012：デジタルサイネージジャパンにてセラクがAndroidを搭載した鏡付き洗面台「スマート洗面台」を出展【レポート】
3,旧財閥系企業本社の大阪移転に石原都知事が言及
2,「カロリスキャン」が毎日教えてくれる　目標体重達成に必要な運動量【売れ筋チェック】
7,ラジオ体操は「究極のエクササイズ」ってホント？
8,国内専用モデル「HTC J」投入で本気を出した——「HTC One」に賭けるHTCのスマホ戦略に迫る【山根康宏の“世界のモバイル”】
0,沢尻エリカがプロデュース、人気ブランドとコラボ商品発売
3,もこみちが「しゃべくり007」で″豪快なオリーブオイル使い″を披露
6,「試合中に携帯ゲーム」岡ちゃん率いる中国チームの呆れた実態
2,連載●極・ト書き一行のカット割り! 第9回【ビデオSALON】
5,最強の縁結びスポットへ
5,“ハワイアン・モーニング”で、のんびり夏気分！
0,せっかくの3D恐怖動画なのに、はしゃぎ過ぎの満島ひかり
3,井上真央、数々のイタズラが明らかに!?
7,【オトナ女子映画部】綾瀬はるかよりも可愛い大杉漣に胸キュン！『映画 ひみつのアッコちゃん』
8,自由度の高い音楽制作アプリ「Tabletop」が850円がタダに！既存ユーザーにもお得情報が【iPadアプリ】
6,「もう仮病使えよ」香川、長友ら招集に
5,春の“イメチェン”インテリア
7,女医が教えるオンナの体のウソホント vol.11「女性器なんてみんな違って当然！」presented by ゆるっとcafe
3,AKB48出演の「ぷっちょ」新CMがまたもや物議
7,「スッピンのほうがいい」って本当？——言葉の裏に隠された男の本音
4,熱心な女性ゴルファーが持つクラブの悩みとは？
5,【終了しました】600万個突破！「クレンジングリサーチ　ソープ＆ソープｂ」をセットで20名様にプレゼント
6,「日本の応援団、からきし意気地がない」 小倉アナ、五輪を振り返る
7,「結婚を焦ってる人」と言われたら
7,節電モードの夏を乗り切る！　独女たちの暑さ対策
2,美人すぎるアメリカ人スーパーブロガーが来日取材！　気になるネットサービス「SHAPE OF LOVE」ってなんだ？【話題】
3,岡本夏生がAKBに暴言…スタジオが一瞬にして凍りつく場面も
8,世界初の下り150Mbps対応LTEルーター「Pocket WiFi LTE GL04P」を写真でチェック【レポート】
1,株価・国債・為替、何でもチェック！超便利なブルームバーグのiPadアプリ【デジ通】
1,ドデカクーラー登場！　ZALMANより6本ヒートパイプの巨大CPUクーラー
0,「イナズマイレブンGO」が『ハッピーフィート2』をPR、CMで奇跡のコラボが実現
8,KDDI、au向けモバイルWiMAX対応全部入りスマホ「AQUOS PHONE SERIE ISW16SH」を6月28日に発売開始
8,エスパステクノロジーがアプリ提供者には強い味方となる「PushMaker」を「SoftBank World 2012」でデモ【レポート】
8,ゆるきゃらのうさ男（お）とねこ男（お）が繰り広げるかわいくもあり、シュールでもあるまったり漫画！「【４コマ】うさねこ」【iPhoneアプリ】
4,＜オススメ・アイテム＞練習効果抜群の高速パターマット！【ゴルフ特集】
8,サムスン電子、GALAXY SIIIとGALAXY Noteをタッチ＆トライできるイベントを東京スカイツリータウンにて7月3日から開始
1,韓国・台湾に続くのは中国！世界に躍り出たZTEの日本侵食は避けられない【世界のモバイル】
6,「やる前から言い訳とは」韓国メディアの日程批判に呆れ声
2,【話題】「ガラスマ」VS「グロスマ」！満足できるスマホはどっち？
7,独女はレディコミ好き……!?　その真相に迫る！
8,本日発売開始のカメラ重視スマホ大本命！新ブランドになったパナソニックスマートフォン「ELUGA V P-06D」のカメラ機能を試してみた【レビュー】
1,日本・香港・欧米の3カ国の違いを堪能！「OVERSEAS 2012」世界を選んだ写真家たちの写真展【新-写真空間】
4,サラリーマン必見！素人最強軍団「あやまんJAPAN」が語る“飲み会の極意”とは！？
2,英語版WikipediaがSOPAへの抗議で24時間サイトを閉鎖！米国Googleも抗議表明【話題】
5,大人女子が指名買いする「Lavshuca」の新作アイテムが登場
2,太陽のエネルギーを活かす暮らしを提案！　パナソニックが住宅用の電力制御システムを開発【話題】
4,超円高の今こそ「卒業旅行」は海外へ
7,【オトナ女子映画部】『マイ・ビッグ・ファット・ウェディング』
2,家族でもっと楽しめる「未来型料理生活」をチェック
7,笑える？ 笑えない？ 独女の母のびっくり発言！
0,ミス・フーターズ・ジャパンが1日限定“マリリン・モンロー”に変身
0,スタローンにブルースにシュワちゃん、最強無敵軍団のポスター解禁
8,ASUS、Eee Pad TF101とEee Pad Slider SL101Eee Pad Slider SL101にAndroid 4.0 ICSへのOSバージョンアップを提供開始
7,人気のシリコンスチーマー、蒸し料理を楽しむ最強アイテムとは？
4,今夏は地上200メートルの天空プールでバカンスを
7,目の下のクマが男のテンションを下げる現実
5,“神社コンシェルジュ”が選ぶ、恋愛祈願の町「小江戸」
0,若手ハリウッド女優たちが顔をゆがめて三三七拍子、『スクリーム4』の絶叫映像が公開
8,KDDI、au向け「URBANO PROGRESSO」にホーム画面の表示が崩れる不具合でソフトウェア更新を提供開始
0,有言実行の男、ジュード・ロウが自信作を引っ提げ来日決定
5,タイプ別で選ぶ「ガール」のためのオススメアプリ／スマホ女子特集（前編）
1,お気に入り写真がアイコンに！　写真フォルダー分類術【知っ得！虎の巻】
1,スタイリッシュなブロック系パズルゲーム！ ルミネス – Touch Fusion【iPhoneでチャンスを掴め】
5,玉川高島屋S・Cのイチオシクリスマスケーキ！
3,原辰徳監督スキャンダル、みのもんた、小倉智昭らのコメントは
1,タスクバーに不要なアイコン通知は表示しない【知っ得・虎の巻】
6,ダル実戦デビューに「あれが本物のダルビッシュだと思ったら大きな間違い」
5,【終了しました】この夏、髪のUV対策に「プレイバックUV ケア洗い流さないヘアトリートメント」を5名様にプレゼント！
6,吉田沙保里が澤に相談 「好きな人ができてさぁ」
8,Android 4.0から変更になった通知エリアは使いやすい！？GALAXY S III SC-06Dの通知エリアでできることをチェック【ハウツー】
2,2012年３月号「音の編集講座」BGM【ビデオSALON】
6,【Sports Watch】″すぽると！″番組中、平井アナに大きな違和感
3,「7股中」を謳うアイドルに、西川史子がズバリ核心をつく
3,【韓国ニュース】「ワンピース」のディズニー風イラストが韓国で話題に
7,実家の母さえいたら夫はいらない！？
8,無料で使えるデジタルフィルターや便利なスタンプ機能搭載！小技の効いたカメラアプリ「LINE camera」【Androidアプリ】
3,AKB前田敦子の卒業発表を聞いた、会場中のファンの様子に驚愕
7,イタくない「恋愛武勇伝」の語り方とは？
0,ノオミ・ラパスかシャーリーズ・セロンか、『プロメテウス』のワールドプレミアでドレス対決
8,NECビッグローブ、独自にスマートフォンと回線をセットにした「MEDIAS for BIGLOBE」を6月1日に発売開始！月額2980円で利用可能
5,美容番長のシルクさん、恋よりもますます美に磨きかけたい“美欲”をアピール
8,モバイルルーターvsスマートフォン！UQモバイルルーター「DATA08W」の通信速度を「GALAXY SII WiMAX」と比べてみる【レビュー】
0,『ヒミズ』原作古谷実の描き下ろしイラストを解禁
7,アラサー独女が見た“バブルを引きずるアラフィフ女”
5,いい香りで食べちゃいそう！肌も美味しい美白コスメに注目
1,ニコニコ動画の音楽ダウンロード始まる！NicoSoundにJASRACに加えJRCの管理楽曲が対応
8,UQコミュニケーションズ、商品券やブルーガチャムクストラップなど参加者にもれなくプレゼントするWiMAX体験イベントを3都市3会場で開催
7,女同士の話が噛み合わない理由はしゃべり方にある!?
2,部屋から見たいのは東京タワー？　東京スカイツリーの夜景価値は7176円で東京タワーは9233円【話題】
2,今度はシャープから、人工知能搭載で自ら進んで節電する「プラズマクラスター冷蔵庫」新発売
6,フェンシング・太田の無茶ぶりに三宅がギャグを披露するも——
5,【終了しました】理想のバストラインを手に入れる「ワンダーボム ビークリーム」を3名様にプレゼント
5,″オペラ鑑賞プラン″でお姫様気分。ANA インターコンチネンタルホテル東京
3,和田アキ子が秋葉原で激怒！　「笑っていいとも」で告白
1,色んなアイデアが爆発！　にゃんこ型イヤホンジャックカバーの次は何だ？
5,大好きなお父さんや上司には、粋な“和”を感じるショコラをプレゼント
2,2012年4月1日までモバイルルータが0円になる特典実施中！—BIGLOBE 3Gで低料金スマホ＆モバイル通信【話題】
8,Google、コンテンツ配信サービス「Google Play」にてアプリ開発者がコメントに返信できる機能を追加
5,【終了しました】ポートワイン『サンデマン ルビー ポート750ml』を3名様にプレゼント
0,スピルバーグが絶賛し、天海祐希と芦田愛菜をも魅了した少年の“魔法”
0,【2012年先取り映画vol.2】こんな料理を作る子に、俺が殺せるか？
6,「説教ですよ」 なでしこ丸山、北京五輪時における澤の助言とは
5,残念な横顔にならなにために／10日で10キロ減する方法−【ビューティー】週間ランキング
7,親が倒れた時、独女は何ができるのか？
2,【話題】女の子は誰でも好きな「ガチピンク」！人気モデルがドコモのスマホをアピール
1,自分のIQを知りたくありませんか？　そんなときは「IQチェック2」がオススメ【iPhoneでチャンスを掴め】
6,DeNA・中畑監督の“みんながノリがよくなった”改革とは？
3,【韓国ニュース】韓流コンテンツは韓国国外では売れていないのか？　韓国ネットユーザーから落胆の声
3,東京都がまたマンガ・アニメ規制の動きか
5,アンドロイド女子部が学ぶスマートフォンの最新マナー事情
8,変わりやすい天気はこまめにチェックしよう！シンプルなのに見やすい天気情報「Yahoo!天気・災害」【iPhoneアプリ】
6,【Sports Watch】石井慧が電撃離婚か？「女性自身」が報じる
4,【特集】Paul Smith | ポール・スミス春夏最新スーツカタログ[4/4]
7,バツイチ男性がモテる理由
8,今夏モデル最薄7.8mmで全部入り！Xi対応Android 4.0搭載スマホ「MEDIAS X N-07D」を写真と動画でチェック【レポート】
1,なるほどジ○リめしって言うのか！　あのオムライスは王蟲ライスだったのね！
4,「異性の同僚とうまく付き合えない・・・」- 辛口説教部屋 vol.8
7,「大切なあなたに見せたい景色」をテーマに、Web上でフォトコンテスト開催中！
1,最近使ったファイルをキー操作だけで素早く開く【知っ得・虎の巻】
5,「美人で何が悪い！？」 負け美女・小島慶子×犬山紙子対談 2/3
4,話題の3Dビデオカメラ『GS-TD1』で横浜のデートスポットを撮ってみた！
2,Twitterのつぶやきでおしりをふいてみる？　おもしろサービス「shitter」【話題】
7,結婚式に独女が振袖を着るのはアリかナシか？
6,【Sports Watch】資質問われる星野監督 「故障をした選手を批判しても仕方がない」
2,ラジオ英会話1年分を手のひらサイズに収録！SII電子辞書G6シリーズ【売れ筋チェック】
2,iPhoneはやっぱりすごい！！　携帯契約、ＫＤＤＩがドコモを抜いて２位に浮上！【話題】
3,東電の値上げに猪瀬直樹氏「落とし前の付け方。策はある」
3,佐々木希と一緒に写るしょこたん＆しずちゃんがかわいそう
4,新しい発想を得ることができる「否定文作成トレーニング」 - プロフェッショナルスキル入門 vol.03 【発想力編】
5,年末のホームパーティに大活躍！　1プッシュでピカピカキッチンを手に入れよう
5,女子力アップの簡単“キメ技”術指南 vol.2
0,シリーズ最恐＆最高の新たな「絶叫」を生む『スクリーム4』の真犯人は誰だ!?
0,全世界を席巻、最強“アベンジャーズ”現象が全米からヨーロッパへと拡大
0,“戦う白雪姫”を女性が支持、『スノーホワイト』公開3日間で29万人動員
4,RSSの基本的な使い方 - 転職活動に役立つ！ソーシャルメディア活用術 vol.7
1,HDD内を徹底調査！PageDefragのお供に最適なDiskView【PC快適術】
1,知らない人は宝の持ち腐れ！隠し機能を利用できる神アプリを解説 - Mac必須アプリ (4)【デジ通】
3,ダルの紗栄子擁護に「じゃあなぜ離婚したんだ」の声
6,試合中、ピンチの場面でダルビッシュが見せた“ある変化”とは？
5,映画「バレンタインデー」がハーゲンダッツと甘〜いコラボ
7,意外と知らない我が家のルーツ！ 新年会でご先祖様トークはいかが？
6,【Sports Watch】決戦から一夜、真央「3回飛ぶって決めてました」
6,スター性抜群、次代を担う“超美少女スケーター”今井遥に注目
2,ソニー、鮮やかな映像表現を実現した液晶テレビ「ブラビア　ＨＸ９５０シリーズ」２機種を発売【売れ筋チェック】
7,話題の二股騒動……あなたはしたこと、されたことありますか？
7,東京23区女ひとり風呂 vol.01「人生を変えてくれた神楽坂」Presented by ゆるっとcafe
8,ソフトバンク、世界初、放射線測定機能搭載！プラチナバンド対応Android 4.0 ICS搭載スマートフォン「PANTONE5 107SH」を発表！ワンセグ・おサイフ・赤外線にも対応
2,僕が国産AndroidではXperia Arcがお勧めだと考えるワケ【デジ通】
0,謎の人体発火、ウルフドッグによる連続殺人事件の闇
7,アゴから生えてきた太いヒゲ…どうして？
6,小椋久美子、オグシオ・ペア解消について語る
2,スマホを自分で除菌するのが新常識に！？　手軽な小型紫外線滅菌器「UVサニタイザー」がオススメ【売れ筋チェック】
6,【Sports Watch】安藤美姫のコーチ・モロゾフ氏が語る「それは日本だけ」
3,女性誌「婦人公論」の広告がヒドすぎると話題に
2,曲がり角の先が見えるカメラ【サイエンスニュース】
8,Motorola、薄型かつ強靭なボディーを特徴とする新型Androidスマートフォン「Atrix HD」を発表！LTE対応モデルも登場
1,深くお詫び申し上げます！探検ドリランドの一部機能を停止
2,お年賀には映画をプレゼント？　日本初！「映画付年賀状」は365円【話題】
1,使用状況をビジュアル表示！メモリー割り当て状況を視覚化するRAMMap【PC快適術】
5,“神社コンシェルジュ”が選ぶ、恋愛成就を祈願して、美人証明を受けるショートトリップ
6,長友の苦悩を明かした母に賛否両論の声
7,自分の「リスト」作りは一人セラピー？
1,高画質と小型・軽量化を両立！キヤノンのミラーレス一眼「EOS M」を見てきました
3,香川のマンU移籍報道で放送事故もお咎めなし!?
5,JYJユチョン主演のスリリングな恋愛ドラマ『ミス・リプリー』レンタル開始決定
4,うまいビールが飲みたい！【livedoorHOMME“酒特集” | vol.01】
4,既婚男性に聞いた、結婚してよかったと思う７つのとき
0,美女たちがドレスの競演をした東京国際映画祭！スケスケのシースルー衣装を着たセクシー女優も
2,芸能・ゴシップ・エンタメニュースならお任せ！livedoor無料公式アプリ「三面貴族」【話題】
0,佐藤健が斬りまくる！　世界配給も視野に入れた特報映像が公開
5,友達同士、家族で楽しめる！　ほっこり＆あったかムービー
5,日本初上陸のアロマコスメを“現地価格”でGET!【クーポン有り】
2,タフな防水コンデジに欲しかった機能満載！—パナソニック「ＬＵＭＩＸ　ＤＭＣ−ＦＴ２０」を2月16日発売【売れ筋チェック】
1,違法ダウンロード刑罰化やRetinaディスプレ搭載MacBook Pro登場まで１週間を振り返る【ITフラッシュバック】
5,インタビュー：白河桃子さん「惚れっぽい人はパッと結婚しやすい」
3,″募金はパンダ誘致と四川地震の遺児に使う″…ジャニーズの″東日本大震災復興支援プロジェクト″に批判噴出
8,Interop Tokyo 2012：VeriSignがスマートフォンのNFC・Felicaポートを利用した電子身分証のソリューションを出展【レポート】
6,【Sports Watch】ノムさん、日本人メジャー流出に「屁理屈だよ。俺に言わせりゃ」
1,手ごろな価格のクーラー登場　ノートPCの熱対策はOK？第二弾
6,【Sports Watch】浅田姉妹が徹子の洗礼!?
2,赤っ恥！　釈由美子に続き及川光博もiPhoneがよくわかっていなかった【話題】
5,【終了しました】Jewelart（ジェラート）スマホピアスを2名様にプレゼント
1,待ってましたのGPUが発売！新型Radeon HD搭載カードが続々登場中
